season,week,player_name,gsis_id,position,team,opponent,draft_year,draft_round,player_height,player_weight,fourty,bench,vertical,broad_jump,cone,shuttle,offense_snaps,offense_snap_share,wow_offense_snap_share_change,defense_snaps,defense_snap_share,wow_defense_snap_share_change,special_teams_snaps,special_teams_snap_share,wow_special_teams_snap_share_change,pass_attempts,pass_complete,pass_touchdowns,passing_yards,interceptions,pass_first_downs,pass_2pt_conversions,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,receptions,receiving_yards,receiving_air_yards,receiving_yac,receiving_touchdowns,receiving_first_downs,receiving_2pt_conversions,avg_air_distance,avg_cushion,avg_separation,percent_share_of_intended_air_yards,targets,target_share,catch_percentage,avg_yac,avg_expected_yac,avg_yac_above_expectation,rush_attempts,rushing_yards,rush_touchdowns,rush_first_downs,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,fantasy_points,f_position_rank
2021,5,Cameron Heyward,00-0027969,DT,PIT,DEN,2011,1,77,295,4.95,,30.0,,,,0.0,0.0,0.0,45.0,0.75,-0.040000000000000036,8.0,0.31,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Henry Mondeaux,00-0034318,DT,PIT,DEN,,,76,280,,,,,,,0.0,0.0,0.0,17.0,0.28,0.11000000000000001,2.0,0.08,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Isaiah Buggs,00-0035219,DT,PIT,DEN,2019,6,75,335,5.15,20.0,24.5,96.0,8.01,4.83,0.0,0.0,0.0,13.0,0.22,-0.24999999999999997,3.0,0.12,-0.16000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Isaiahh Loudermilk,00-0036843,DT,PIT,DEN,2021,5,79,293,5.08,21.0,28.5,112.0,7.52,4.55,0.0,0.0,0.0,9.0,0.15,-0.09,0.0,0.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Derek Watt,00-0032897,FB,PIT,DEN,2016,6,74,234,,,,,,,9.0,0.14,0.11000000000000001,0.0,0.0,0.0,17.0,0.65,0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5
2021,5,Karl Joseph,00-0032888,FS,PIT,DEN,2016,1,70,200,4.57,,,,,,0.0,0.0,,2.0,0.03,,6.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Minkah Fitzpatrick,00-0034789,FS,PIT,DEN,2018,1,73,207,4.46,14.0,33.0,121.0,,,1.0,0.02,0.02,60.0,1.0,0.0,2.0,0.08,-0.15999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Kendrick Green,00-0036983,G,PIT,DEN,2021,3,75,310,4.89,25.0,35.5,119.0,7.79,4.67,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Kevin Dotson,00-0036339,G,PIT,DEN,2020,4,76,330,,,,,,,65.0,1.0,0.18000000000000005,0.0,0.0,0.0,6.0,0.23,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Trai Turner,00-0031362,G,PIT,DEN,2014,3,75,320,4.93,25.0,27.5,,,,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Chris Boswell,00-0031136,K,PIT,DEN,,,74,185,4.93,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.46,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Alex Highsmith,00-0036333,LB,PIT,DEN,2020,3,76,242,4.7,,33.0,125.0,7.32,4.31,0.0,0.0,0.0,40.0,0.67,0.10999999999999999,2.0,0.08,-0.039999999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Derrek Tuszka,00-0036440,LB,PIT,DEN,2020,7,76,246,4.79,24.0,33.5,120.0,6.87,4.34,0.0,0.0,0.0,2.0,0.03,-0.08,7.0,0.27,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Devin Bush,00-0035525,LB,PIT,DEN,2019,1,71,234,4.43,21.0,40.5,124.0,6.93,4.23,0.0,0.0,0.0,25.0,0.42,-0.48000000000000004,2.0,0.08,-0.12000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Marcus Allen,00-0034335,LB,PIT,DEN,2018,5,74,215,,15.0,37.0,127.0,,4.32,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.65,0.21000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Melvin Ingram,00-0029249,LB,PIT,DEN,2012,1,74,250,4.69,28.0,34.5,109.0,6.83,4.18,0.0,0.0,0.0,36.0,0.6,0.10999999999999999,1.0,0.04,-0.07999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Robert Spillane,00-0034720,LB,PIT,DEN,,,73,229,,,,,,,0.0,0.0,0.0,24.0,0.4,0.4,18.0,0.69,0.009999999999999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Ulysees Gilbert,00-0035223,LB,PIT,DEN,2019,6,72,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.65,0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Christian Kuntz,00-0034051,LS,PIT,DEN,,,73,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.31,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Joe Schobert,00-0033125,MLB,PIT,DEN,2016,4,73,240,4.76,22.0,33.5,111.0,7.11,4.3,0.0,0.0,0.0,49.0,0.82,-0.14,3.0,0.12,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,T.J. Watt,00-0033886,OLB,PIT,DEN,2017,1,76,252,4.69,21.0,37.0,128.0,6.79,4.13,0.0,0.0,0.0,50.0,0.83,-0.020000000000000018,2.0,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Chukwuma Okorafor,00-0034768,OT,PIT,DEN,2018,3,78,320,5.31,19.0,23.5,102.0,7.87,4.8,65.0,1.0,0.4,0.0,0.0,0.0,6.0,0.23,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Dan Moore Jr.,00-0036869,OT,PIT,DEN,2021,4,77,315,,,,,,,65.0,1.0,0.0,0.0,0.0,0.0,6.0,0.23,0.11000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Joe Haeg,00-0032419,OT,PIT,DEN,2016,5,78,304,5.16,,27.5,111.0,7.47,4.47,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Pressley Harvin III,00-0036847,P,PIT,DEN,2021,7,72,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.31,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Ben Roethlisberger,00-0022924,QB,PIT,DEN,2004,1,77,240,4.75,,,,,,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,2.0,244.0,0.0,12.0,0,2.3658000000000006,6.8820000000000014,7.830800000000002,-0.9488000000000003,24.0,46.414491271584566,-0.04919999999999845,60.0,63.683905839920044,-3.683905839920044,,,,,,,,,,,,,,,,,,1.0,-1.0,0.0,0.0,,,,,,,,,17.659999999999997,17
2021,5,Benny Snell,00-0035217,RB,PIT,DEN,2019,4,70,224,4.66,16.0,29.5,119.0,7.07,4.33,13.0,0.2,0.07,0.0,0.0,0.0,17.0,0.65,0.010000000000000009,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0,,,,,1.0,0.04,,,,,5.0,20.0,0.0,0.0,,,,,,,,,2.0,57
2021,5,Kalen Ballage,00-0034799,RB,PIT,DEN,2018,4,74,231,4.46,15.0,33.5,122.0,6.91,4.35,10.0,0.15,0.07999999999999999,0.0,0.0,0.0,5.0,0.19,-0.04999999999999999,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0,,,,,1.0,0.04,,,,,4.0,0.0,0.0,0.0,,,,,,,,,0.0,68
2021,5,Najee Harris,00-0036893,RB,PIT,DEN,2021,1,73,242,,,,,,,42.0,0.65,-0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,20.0,13.0,16.0,0.0,1.0,0,,,,,5.0,0.2,,,,,23.0,122.0,1.0,5.0,2.981639344262296,8.695652173913043,2.690285714285714,87.61224002585448,34.387759974145524,5.304347826086956,1.4951199988758923,0.6086956521739131,21.200000000000003,10
2021,5,Terrell Edmunds,00-0034858,S,PIT,DEN,2018,1,73,217,4.47,,41.5,134.0,,,0.0,0.0,0.0,60.0,1.0,0.0,3.0,0.12,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Miles Killebrew,00-0032399,SAF,PIT,DEN,2016,4,74,222,4.65,22.0,38.0,127.0,6.93,4.18,0.0,0.0,0.0,1.0,0.02,0.02,17.0,0.65,0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Eric Ebron,00-0031387,TE,PIT,DEN,2014,1,76,253,4.6,24.0,32.0,120.0,,,25.0,0.38,-0.08999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,10.0,8.0,2.0,0.0,1.0,0,,,,,2.0,0.08,,,,,,,,,,,,,,,,,2.0,38
2021,5,Pat Freiermuth,00-0036894,TE,PIT,DEN,2021,2,77,258,,26.0,,,,,32.0,0.49,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,-0.12,,,,,,,,,,,,,,,,,,2.0,7.0,7.0,0.0,0.0,2.0,0,,,,,2.0,0.08,,,,,,,,,,,,,,,,,1.7000000000000002,42
2021,5,Zach Gentry,00-0035222,TE,PIT,DEN,2019,5,80,265,4.9,12.0,29.5,110.0,7.4,4.53,22.0,0.34,0.16000000000000003,0.0,0.0,0.0,11.0,0.42,0.06,,,,,,,,,,,,,,,,,,1.0,13.0,-4.0,17.0,0.0,1.0,0,,,,,2.0,0.08,,,,,,,,,,,,,,,,,1.8,41
2021,5,Chase Claypool,00-0036326,WR,PIT,DEN,2020,2,76,238,4.42,19.0,40.5,126.0,,,36.0,0.55,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,5.0,130.0,75.0,81.0,1.0,5.0,0,11.99,5.26,1.5941596944056033,36.74720335087091,6.0,0.24,83.33333333333334,16.580000000000002,6.205402401001993,10.374597598998008,,,,,,,,,,,,,21.5,10
2021,5,Diontae Johnson,00-0035216,WR,PIT,DEN,2019,3,70,183,4.53,15.0,33.5,123.0,7.09,4.45,60.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,72.0,39.0,33.0,1.0,2.0,0,,,,,2.0,0.08,,,,,,,,,,,,,,,,,14.2,19
2021,5,JuJu Smith-Schuster,00-0033857,WR,PIT,DEN,2017,2,73,215,4.54,15.0,32.5,120.0,,,25.0,0.38,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0,,,,,1.0,0.04,,,,,2.0,6.0,0.0,0.0,,,,,,,,,0.6000000000000001,79
2021,5,Ray-Ray McCloud,00-0034407,WR,PIT,DEN,2018,6,69,185,4.53,13.0,34.5,113.0,,,34.0,0.52,0.45,0.0,0.0,0.0,9.0,0.35,-0.010000000000000009,,,,,,,,,,,,,,,,,,1.0,1.0,23.0,1.0,0.0,0.0,0,,,,,2.0,0.08,,,,,,,,,,,,,,,,,0.6,80
2021,5,Dakoda Shepley,00-0034229,C,SEA,LA,,,76,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.14,0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,D.J. Reed,00-0034384,CB,SEA,LA,2018,5,69,190,4.51,11.0,36.5,,,,0.0,0.0,0.0,67.0,1.0,0.0,0.0,0.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Sidney Jones,00-0033543,CB,SEA,LA,2017,2,72,181,4.47,,33.5,123.0,7.02,4.28,0.0,0.0,0.0,67.0,1.0,0.0,6.0,0.21,0.10999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Tre Flowers,00-0034756,CB,SEA,LA,2018,5,75,203,4.45,18.0,34.5,122.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.64,0.22000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Ugo Amadi,00-0035142,CB,SEA,LA,2019,4,69,201,4.51,18.0,32.5,115.0,7.21,4.19,0.0,0.0,0.0,27.0,0.4,0.030000000000000027,15.0,0.54,0.09000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Blessuan Austin,00-0035294,DB,SEA,LA,2019,6,73,198,,15.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.14,-0.04999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Marquise Blair,00-0035139,DB,SEA,LA,2019,2,73,196,4.48,,35.0,125.0,,,0.0,0.0,0.0,18.0,0.27,0.09000000000000002,7.0,0.25,-0.22999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Ryan Neal,00-0034527,DB,SEA,LA,,,75,200,,,,,,,0.0,0.0,0.0,6.0,0.09,-0.25,23.0,0.82,-0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Carlos Dunlap,00-0027662,DE,SEA,LA,2010,2,78,277,4.68,21.0,31.5,111.0,7.21,4.61,0.0,0.0,0.0,20.0,0.3,-0.32,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Darrell Taylor,00-0036413,DE,SEA,LA,2020,2,76,255,,,,,,,0.0,0.0,0.0,22.0,0.33,-0.09999999999999998,10.0,0.36,-0.16000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Kerry Hyder,00-0030946,DE,SEA,LA,,,74,275,5.1,20.0,29.5,108.0,7.23,4.33,0.0,0.0,0.0,39.0,0.58,-0.09000000000000008,7.0,0.25,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,L.J. Collier,00-0035636,DE,SEA,LA,2019,1,74,300,4.91,25.0,30.0,118.0,7.71,4.78,0.0,0.0,0.0,19.0,0.28,0.05000000000000002,6.0,0.21,-0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Rasheem Green,00-0034831,DE,SEA,LA,2018,3,76,279,4.73,,32.5,118.0,7.24,4.39,0.0,0.0,0.0,48.0,0.72,0.039999999999999925,6.0,0.21,0.10999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Al Woods,00-0027723,DT,SEA,LA,2010,4,77,309,5.15,,37.0,109.0,7.45,4.67,0.0,0.0,0.0,43.0,0.64,0.18,7.0,0.25,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Poona Ford,00-0034234,DT,SEA,LA,,,71,310,,,,,,,0.0,0.0,0.0,45.0,0.67,0.06000000000000005,6.0,0.21,0.10999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Damien Lewis,00-0036417,G,SEA,LA,2020,3,74,327,5.24,27.0,30.0,108.0,,,65.0,1.0,0.0,0.0,0.0,0.0,4.0,0.14,0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Gabe Jackson,00-0031367,G,SEA,LA,2014,3,75,335,5.34,30.0,29.0,108.0,8.25,4.78,65.0,1.0,0.0,0.0,0.0,0.0,4.0,0.14,0.010000000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Kyle Fuller,00-0033592,G,SEA,LA,2017,7,77,320,5.24,23.0,26.0,96.0,7.71,4.84,65.0,1.0,0.0,0.0,0.0,0.0,4.0,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Jason Myers,00-0031492,K,SEA,LA,,,70,190,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Alton Robinson,00-0036426,LB,SEA,LA,2020,5,75,259,4.69,25.0,35.5,119.0,7.32,4.32,0.0,0.0,0.0,6.0,0.09,-0.49,3.0,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Cody Barton,00-0035672,LB,SEA,LA,2019,3,74,237,4.64,30.0,32.5,116.0,6.9,4.03,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.64,-0.09999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Jamal Adams,00-0033872,LB,SEA,LA,2017,1,73,213,4.56,18.0,31.5,120.0,6.96,4.13,0.0,0.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Jon Rhattigan,00-0036802,LB,SEA,LA,,,72,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.64,-0.09999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Jordyn Brooks,00-0036409,LB,SEA,LA,2020,1,72,240,4.54,,,,,,0.0,0.0,0.0,61.0,0.91,0.25,4.0,0.14,-0.14999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Nick Bellore,00-0028292,LB,SEA,LA,,,73,250,4.84,23.0,32.5,109.0,6.98,4.0,1.0,0.02,0.0,0.0,0.0,0.0,18.0,0.64,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Tyler Ott,00-0031156,LS,SEA,LA,,,75,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.29,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Bobby Wagner,00-0029255,MLB,SEA,LA,2012,2,72,242,,,,,,,0.0,0.0,0.0,67.0,1.0,0.0,6.0,0.21,0.07999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Bryan Mone,00-0035094,NT,SEA,LA,,,75,345,,,,,,,0.0,0.0,0.0,26.0,0.39,0.19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Benson Mayowa,00-0030380,OLB,SEA,LA,,,75,252,,,,,,,0.0,0.0,0.0,22.0,0.33,-0.32,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Brandon Shell,00-0032420,OT,SEA,LA,2016,5,77,324,5.22,22.0,30.5,112.0,,,65.0,1.0,0.08999999999999997,0.0,0.0,0.0,4.0,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Duane Brown,00-0026166,OT,SEA,LA,2008,1,76,329,5.07,24.0,27.5,105.0,7.58,4.52,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,5,Jamarco Jones,00-0034729,OT,SEA,LA,2018,5,76,315,5.5,,24.0,102.0,8.32,4.99,0.0,0.0,-0.51,0.0,0.0,0.0,4.0,0.14,-0.01999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Michael Dickson,00-0034160,P,SEA,LA,2018,5,74,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.29,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Geno Smith,00-0030565,QB,SEA,LA,2013,2,75,221,4.58,,33.5,124.0,,,25.0,0.38,,0.0,0.0,,0.0,0.0,,17.0,10.0,1.0,131.0,1.0,7.0,0,3.2269411764705884,5.1000000000000005,9.969999999999999,-4.869999999999998,17.647058823529413,41.18600004856019,0.5325000000000005,58.82352941176471,58.739939507316144,0.08358990444856573,,,,,,,,,,,,,,,,,,3.0,23.0,0.0,0.0,,,,,,,,,9.540000000000001,26
2021,5,Russell Wilson,00-0029263,QB,SEA,LA,2012,3,71,206,4.53,,34.0,118.0,6.97,4.09,40.0,0.62,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,1.0,131.0,1.0,6.0,0,2.6456874999999993,10.378181818181817,11.643125,-1.2649431818181824,18.75,38.49884413849331,2.8306250000000004,68.75,60.89821867644787,7.851781323552132,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,1.0,,,,,,,,,8.24,28
2021,5,Alex Collins,00-0032426,RB,SEA,LA,2016,5,70,210,4.59,18.0,28.5,113.0,,,46.0,0.71,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,25.0,0.0,36.0,0.0,1.0,0,,,,,3.0,0.09375,,,,,15.0,47.0,0.0,3.0,4.779361702127659,0.0,2.5194615384615386,69.91636282897827,-22.916362828978265,3.1333333333333333,-1.5277575219318844,0.13333333333333333,8.2,35
2021,5,DeeJay Dallas,00-0036425,RB,SEA,LA,2020,4,70,214,4.58,,33.5,119.0,7.18,4.32,14.0,0.22,0.2,0.0,0.0,0.0,17.0,0.61,-0.07000000000000006,,,,,,,,,,,,,,,,,,2.0,32.0,20.0,12.0,0.0,1.0,0,,,,,2.0,0.0625,,,,,4.0,7.0,0.0,1.0,,,,,,,,,4.9,45
2021,5,Travis Homer,00-0035594,RB,SEA,LA,2019,6,70,211,4.48,17.0,39.5,130.0,7.07,4.31,8.0,0.12,-0.04000000000000001,0.0,0.0,0.0,18.0,0.64,-0.13,,,,,,,,,,,,,,,,,,1.0,13.0,3.0,10.0,0.0,1.0,0,,,,,1.0,0.03125,,,,,1.0,5.0,0.0,0.0,,,,,,,,,2.3,56
2021,5,Quandre Diggs,00-0031608,S,SEA,LA,2015,6,69,198,4.56,17.0,35.5,113.0,7.22,4.15,0.0,0.0,0.0,67.0,1.0,0.07999999999999996,0.0,0.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,5,Colby Parkinson,00-0036244,TE,SEA,LA,2020,4,79,265,4.77,18.0,32.5,109.0,7.15,4.46,35.0,0.54,-0.14,0.0,0.0,0.0,6.0,0.21,0.10999999999999999,,,,,,,,,,,,,,,,,,1.0,1.0,-2.0,3.0,0.0,0.0,0,,,,,2.0,0.0625,,,,,,,,,,,,,,,,,0.6,48
2021,5,Tyler Mabry,00-0036059,TE,SEA,LA,,,75,260,,,,,,,3.0,0.05,-0.09000000000000001,0.0,0.0,0.0,10.0,0.36,0.12999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49
2021,5,Will Dissly,00-0034159,TE,SEA,LA,2018,4,76,265,4.87,15.0,28.0,111.0,7.07,4.4,57.0,0.88,0.06000000000000005,0.0,0.0,0.0,14.0,0.5,0.21000000000000002,,,,,,,,,,,,,,,,,,2.0,29.0,30.0,12.0,0.0,1.0,0,,,,,4.0,0.125,,,,,,,,,,,,,,,,,3.9000000000000004,27
2021,5,DK Metcalf,00-0035640,WR,SEA,LA,2019,2,76,229,4.33,27.0,40.5,134.0,7.38,4.5,48.0,0.74,-0.07999999999999996,0.0,0.0,0.0,0.0,0.0,-0.03,,,,,,,,,,,,,,,,,,5.0,98.0,79.0,19.0,2.0,5.0,0,15.599999999999998,8.702000000000002,3.0517457781125317,22.555738700442436,5.0,0.15625,100.0,4.308000000000002,1.5006226009463262,2.8073773990536752,,,,,,,,,,,,,24.3,8
2021,5,Freddie Swain,00-0036247,WR,SEA,LA,2020,6,72,199,4.46,16.0,36.5,124.0,7.05,4.26,40.0,0.62,0.16999999999999998,0.0,0.0,0.0,6.0,0.21,-0.020000000000000018,,,,,,,,,,,,,,,,,,1.0,9.0,46.0,0.0,0.0,0.0,0,,,,,3.0,0.09375,,,,,,,,,,,,,,,,,1.4,74
2021,5,Penny Hart,00-0035022,WR,SEA,LA,,,68,180,,,,,,,12.0,0.18,0.03999999999999998,0.0,0.0,0.0,7.0,0.25,-0.07,,,,,,,,,,,,,,,,,,2.0,19.0,1.0,18.0,0.0,1.0,0,,,,,2.0,0.0625,,,,,,,,,,,,,,,,,2.9000000000000004,63
