season,week,player_name,gsis_id,position,team,opponent,draft_year,draft_round,player_height,player_weight,fourty,bench,vertical,broad_jump,cone,shuttle,offense_snaps,offense_snap_share,wow_offense_snap_share_change,defense_snaps,defense_snap_share,wow_defense_snap_share_change,special_teams_snaps,special_teams_snap_share,wow_special_teams_snap_share_change,pass_attempts,pass_complete,pass_touchdowns,passing_yards,interceptions,pass_first_downs,pass_2pt_conversions,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,receptions,receiving_yards,receiving_air_yards,receiving_yac,receiving_touchdowns,receiving_first_downs,receiving_2pt_conversions,avg_air_distance,avg_cushion,avg_separation,percent_share_of_intended_air_yards,targets,target_share,catch_percentage,avg_yac,avg_expected_yac,avg_yac_above_expectation,rush_attempts,rushing_yards,rush_touchdowns,rush_first_downs,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,fantasy_points,f_position_rank
2021,1,Jalen Thompson,00-0035705,SAF,ARI,TEN,2019,5,71,190,,,,,,,0.0,0.0,,54.0,0.84,,7.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Darrell Daniels,00-0033258,TE,ARI,TEN,,,75,256,4.55,17.0,32.0,116.0,7.09,4.47,15.0,0.22,,0.0,0.0,,7.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46
2021,1,Demetrius Harris,00-0030155,TE,ARI,TEN,,,79,230,,,,,,,23.0,0.33,,0.0,0.0,,10.0,0.37,,,,,,,,,,,,,,,,,,,0.0,0.0,25.0,0.0,0.0,0.0,0,,,,,3.0,0.09375,,,,,,,,,,,,,,,,,0.0,46
2021,1,Maxx Williams,00-0031558,TE,ARI,TEN,2015,2,76,252,4.78,17.0,34.5,117.0,7.3,4.37,55.0,0.8,,0.0,0.0,,10.0,0.37,,,,,,,,,,,,,,,,,,,0.0,0.0,22.0,0.0,0.0,0.0,0,,,,,1.0,0.03125,,,,,,,,,,,,,,,,,0.0,46
2021,1,A.J. Green,00-0027942,WR,ARI,TEN,2011,1,76,207,4.48,18.0,34.5,126.0,6.91,4.21,55.0,0.8,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,25.0,53.0,1.0,0.0,1.0,0,9.535,6.538333333333334,2.111432206483712,20.318215719004158,6.0,0.1875,33.33333333333333,0.5849999999999991,2.51813301142181,-1.9331330114218108,,,,,,,,,,,,,3.5,72
2021,1,Christian Kirk,00-0034775,WR,ARI,TEN,2018,2,71,200,4.47,20.0,35.5,115.0,7.09,4.45,39.0,0.57,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,70.0,60.0,10.0,2.0,3.0,0,12.572,4.601999999999999,2.560704001494961,22.32482153638527,5.0,0.15625,100.0,2.2800000000000025,3.0187708726511118,-0.7387708726511093,,,,,,,,,,,,,21.5,8
2021,1,DeAndre Hopkins,00-0030564,WR,ARI,TEN,2013,1,73,210,4.57,15.0,36.0,115.0,,4.5,61.0,0.88,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,83.0,90.0,25.0,2.0,4.0,0,11.948749999999997,5.413749999999999,3.441896400277754,33.948929218311605,8.0,0.25,75.0,4.618333333333336,4.617920378867173,0.0004129544661628515,,,,,,,,,,,,,23.3,7
2021,1,Rondale Moore,00-0036936,WR,ARI,TEN,2021,2,67,180,4.28,,42.5,,6.65,4.06,20.0,0.29,,0.0,0.0,,7.0,0.26,,,,,,,,,,,,,,,,,,,4.0,68.0,24.0,60.0,0.0,4.0,0,4.152000000000002,5.886666666666667,5.002171713028058,7.372944560855207,5.0,0.15625,80.0,16.057499999999997,10.92711352649576,5.130386473504238,,,,,,,,,,,,,8.8,47
2021,1,Drew Dalman,00-0036957,C,ATL,PHI,2021,4,75,300,5.11,33.0,33.0,109.0,7.33,4.52,9.0,0.13,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,1,Matt Hennessy,00-0036295,C,ATL,PHI,2020,3,75,315,5.18,23.0,30.0,110.0,7.45,4.6,70.0,0.97,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,1,A.J. Terrell,00-0036285,CB,ATL,PHI,2020,1,73,200,4.42,15.0,34.5,129.0,,,0.0,0.0,,68.0,0.96,,6.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Fabian Moreau,00-0033918,CB,ATL,PHI,2017,3,72,204,4.35,,38.0,136.0,6.94,4.12,0.0,0.0,,65.0,0.92,,4.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,T.J. Green,00-0033059,DB,ATL,PHI,2016,2,74,205,4.34,13.0,35.5,129.0,,,0.0,0.0,,9.0,0.13,,3.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Dante Fowler Jr.,00-0032052,DE,ATL,PHI,2015,1,75,261,4.6,19.0,32.5,112.0,7.4,4.32,0.0,0.0,,47.0,0.66,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,John Cominsky,00-0035265,DE,ATL,PHI,2019,4,77,285,4.69,22.0,33.5,116.0,7.03,4.38,0.0,0.0,,2.0,0.03,,18.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Jonathan Bullard,00-0033093,DE,ATL,PHI,2016,3,75,290,4.93,23.0,32.0,116.0,7.31,4.56,0.0,0.0,,27.0,0.38,,5.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Marlon Davidson,00-0036291,DE,ATL,PHI,2020,2,75,303,5.04,21.0,,,,,0.0,0.0,,21.0,0.3,,5.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Grady Jarrett,00-0031583,DT,ATL,PHI,2015,5,73,294,5.06,30.0,31.0,112.0,7.37,4.56,0.0,0.0,,54.0,0.76,,5.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Tyeler Davison,00-0031947,DT,ATL,PHI,2015,5,74,310,5.18,32.0,33.0,105.0,7.53,4.46,0.0,0.0,,40.0,0.56,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Keith Smith,00-0030968,FB,ATL,PHI,,,72,240,4.65,,,,,,21.0,0.29,,0.0,0.0,,18.0,0.69,,,,,,,,,,,,,,,,,,,3.0,18.0,10.0,8.0,0.0,1.0,0,,,,,3.0,0.09090909090909091,,,,,2.0,13.0,0.0,1.0,,,,,,,,,4.6,1
2021,1,Keith Smith,00-0030968,FB,ATL,PHI,,,72,240,4.5,,,,,,21.0,0.29,,0.0,0.0,,18.0,0.69,,,,,,,,,,,,,,,,,,,3.0,18.0,10.0,8.0,0.0,1.0,0,,,,,3.0,0.09090909090909091,,,,,2.0,13.0,0.0,1.0,,,,,,,,,4.6,1
2021,1,Erik Harris,00-0032320,FS,ATL,PHI,,,74,225,,,,,,,0.0,0.0,,65.0,0.92,,9.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Chris Lindstrom,00-0035630,G,ATL,PHI,2019,1,76,310,4.91,25.0,30.5,117.0,7.61,4.54,70.0,0.97,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2
2021,1,Colby Gossett,00-0034165,G,ATL,PHI,2018,6,77,311,5.2,32.0,25.0,103.0,7.6,4.83,2.0,0.03,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2
2021,1,Dorian Etheridge,00-0036824,ILB,ATL,PHI,,,75,230,4.87,,35.0,121.0,7.25,4.47,0.0,0.0,,0.0,0.0,,21.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Younghoe Koo,00-0033702,K,ATL,PHI,,,70,195,,,,,,,0.0,0.0,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Adetokunbo Ogundeji,00-0036949,LB,ATL,PHI,2021,5,76,251,4.75,22.0,32.0,120.0,7.17,4.64,0.0,0.0,,16.0,0.23,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Deion Jones,00-0032388,LB,ATL,PHI,2016,2,73,222,4.59,,33.0,120.0,,,0.0,0.0,,71.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Foye Oluokun,00-0034413,LB,ATL,PHI,2018,6,74,229,,,,,,,0.0,0.0,,71.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Jacob Tuioti-Mariner,00-0034154,LB,ATL,PHI,,,74,260,,,,,,,0.0,0.0,,25.0,0.35,,16.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,James Vaughters,00-0031838,LB,ATL,PHI,,,74,255,,,,,,,0.0,0.0,,6.0,0.08,,3.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Mykal Walker,00-0036300,LB,ATL,PHI,2020,4,75,230,4.65,20.0,33.0,122.0,7.09,4.25,0.0,0.0,,4.0,0.06,,24.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Steven Means,00-0030387,LB,ATL,PHI,2013,5,75,263,,,,,,,0.0,0.0,,59.0,0.83,,6.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Josh Harris,00-0028845,LS,ATL,PHI,,,73,224,4.82,15.0,,,,,0.0,0.0,,0.0,0.0,,8.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Jake Matthews,00-0031279,OT,ATL,PHI,2014,1,77,309,5.07,24.0,30.5,105.0,7.34,4.47,70.0,0.97,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,1,Jalen Mayfield,00-0036947,OT,ATL,PHI,2021,3,77,320,,,,,,,65.0,0.9,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,1,Jason Spriggs,00-0032766,OT,ATL,PHI,2016,2,78,301,4.94,31.0,31.5,115.0,7.7,4.44,2.0,0.03,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,1,Kaleb McGary,00-0035235,OT,ATL,PHI,2019,1,78,330,5.05,23.0,33.5,111.0,7.66,4.58,72.0,1.0,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2021,1,Cameron Nizialek,00-0035742,P,ATL,PHI,,,74,200,,,,,,,0.0,0.0,,0.0,0.0,,11.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Josh Rosen,00-0034343,QB,ATL,PHI,2018,1,76,215,4.92,,31.0,111.0,7.09,4.28,2.0,0.03,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39
2021,1,Matt Ryan,00-0026143,QB,ATL,PHI,2008,1,76,220,4.89,,,,7.4,4.51,70.0,0.97,,0.0,0.0,,0.0,0.0,,38.0,21.0,0.0,136.0,0.0,8.0,0,2.6720285714285716,4.259047619047618,5.245454545454545,-0.9864069264069268,8.571428571428571,26.361839844745283,-4.572727272727273,60.0,67.83252818243845,-7.832528182438452,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,0.0,,,,,,,,,6.24,32
2021,1,Avery Williams,00-0036950,RB,ATL,PHI,2021,5,69,195,4.43,19.0,33.5,121.0,6.88,4.0,0.0,0.0,,0.0,0.0,,15.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Cordarrelle Patterson,00-0030578,RB,ATL,PHI,2013,1,74,220,4.42,,37.0,128.0,,,24.0,0.33,,0.0,0.0,,11.0,0.42,,,,,,,,,,,,,,,,,,,2.0,13.0,5.0,8.0,0.0,1.0,0,,,,,2.0,0.06060606060606061,,,,,7.0,54.0,0.0,4.0,,,,,,,,,7.7,36
2021,1,Mike Davis,00-0032063,RB,ATL,PHI,2015,4,69,223,4.61,17.0,34.0,116.0,7.0,4.18,54.0,0.75,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,23.0,-3.0,25.0,0.0,1.0,0,,,,,6.0,0.18181818181818182,,,,,15.0,49.0,0.0,2.0,4.334081632653061,13.333333333333334,2.6616666666666666,62.96180426966404,-13.961804269664043,3.2666666666666666,-0.9307869513109363,0.2,8.700000000000001,31
2021,1,Duron Harmon,00-0030383,S,ATL,PHI,2013,3,72,205,,,,,,,0.0,0.0,,56.0,0.79,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Isaiah Oliver,00-0034357,SAF,ATL,PHI,2018,2,72,202,4.5,,,,,,0.0,0.0,,54.0,0.76,,13.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Jaylinn Hawkins,00-0036302,SAF,ATL,PHI,2020,4,73,208,,,35.5,117.0,,,0.0,0.0,,15.0,0.21,,24.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Richie Grant,00-0036961,SAF,ATL,PHI,2021,2,72,204,4.49,12.0,34.5,129.0,6.78,4.27,0.0,0.0,,6.0,0.08,,24.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021,1,Hayden Hurst,00-0034830,TE,ATL,PHI,2018,1,76,245,4.67,,31.5,120.0,7.19,4.37,43.0,0.6,,0.0,0.0,,2.0,0.08,,,,,,,,,,,,,,,,,,,4.0,28.0,10.0,18.0,0.0,1.0,0,,,,,4.0,0.12121212121212122,,,,,,,,,,,,,,,,,4.800000000000001,23
