season,week,player_name,gsis_id,position,team,opponent,draft_year,draft_round,player_height,player_weight,fourty,bench,vertical,broad_jump,cone,shuttle,offense_snaps,offense_snap_share,wow_offense_snap_share_change,defense_snaps,defense_snap_share,wow_defense_snap_share_change,special_teams_snaps,special_teams_snap_share,wow_special_teams_snap_share_change,pass_attempts,pass_complete,pass_touchdowns,passing_yards,interceptions,pass_first_downs,pass_2pt_conversions,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,receptions,receiving_yards,receiving_air_yards,receiving_yac,receiving_touchdowns,receiving_first_downs,receiving_2pt_conversions,avg_air_distance,avg_cushion,avg_separation,percent_share_of_intended_air_yards,targets,target_share,catch_percentage,avg_yac,avg_expected_yac,avg_yac_above_expectation,rush_attempts,rushing_yards,rush_touchdowns,rush_first_downs,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,fantasy_points,f_position_rank
2019,1,Clinton McDonald,00-0026964,DT,ARI,DET,2009,7,74,297,,,,,,,0.0,0.0,,24.0,0.29,,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,D.J. Swearinger,00-0030566,FS,ARI,DET,2013,2,70,205,4.67,17.0,37.0,124.0,6.7,4.11,0.0,0.0,,84.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,J.R. Sweezy,00-0029146,G,ARI,DET,2012,7,77,310,4.97,21.0,36.0,113.0,7.4,4.41,88.0,1.0,,0.0,0.0,,5.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Justin Pugh,00-0030585,G,ARI,DET,2013,1,77,311,5.12,,28.5,103.0,7.45,4.63,88.0,1.0,,0.0,0.0,,5.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Zane Gonzalez,00-0033862,K,ARI,DET,2017,7,72,200,,,,,,,0.0,0.0,,0.0,0.0,,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Brooks Reed,00-0027980,LB,ARI,DET,2011,2,75,254,4.65,30.0,30.5,113.0,7.11,4.28,0.0,0.0,,11.0,0.13,,15.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Cassius Marsh,00-0031175,LB,ARI,DET,2014,4,76,254,4.89,14.0,32.0,108.0,7.08,4.25,0.0,0.0,,13.0,0.15,,19.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Dennis Gardeck,00-0034473,LB,ARI,DET,,,72,232,,,,,,,0.0,0.0,,0.0,0.0,,35.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Ezekiel Turner,00-0034490,LB,ARI,DET,,,74,225,,,,,,,0.0,0.0,,0.0,0.0,,34.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Joe Walker,00-0032809,LB,ARI,DET,2016,7,74,236,,,,,,,0.0,0.0,,36.0,0.43,,34.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Aaron Brewer,00-0028946,LS,ARI,DET,,,77,232,,,,,,,0.0,0.0,,0.0,0.0,,13.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Jordan Hicks,00-0032129,MLB,ARI,DET,2015,3,73,236,4.68,20.0,38.0,124.0,6.78,4.15,0.0,0.0,,84.0,1.0,,6.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Haason Reddick,00-0033875,OLB,ARI,DET,2017,1,73,240,4.52,24.0,36.5,133.0,7.01,4.37,0.0,0.0,,48.0,0.57,,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Terrell Suggs,00-0022161,OLB,ARI,DET,2003,1,75,265,4.84,,,,,,0.0,0.0,,65.0,0.77,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,D.J. Humphries,00-0032222,OT,ARI,DET,2015,1,77,307,5.12,26.0,31.0,104.0,7.87,4.64,88.0,1.0,,0.0,0.0,,5.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Joshua Miles,00-0035317,OT,ARI,DET,2019,7,77,325,5.32,,36.0,109.0,8.07,4.75,1.0,0.01,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Justin Murray,00-0032528,OT,ARI,DET,,,77,315,,,,,,,88.0,1.0,,0.0,0.0,,5.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Andy Lee,00-0022824,P,ARI,DET,2004,6,73,185,5.0,,,,,,0.0,0.0,,0.0,0.0,,13.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Kyler Murray,00-0035228,QB,ARI,DET,2019,1,70,207,,,,,,,88.0,1.0,,0.0,0.0,,0.0,0.0,,60.0,29.0,2.0,277.0,1.0,16.0,1,2.841537037037037,8.463448275862069,10.526923076923074,-2.0634748010610053,22.22222222222222,55.123973913352806,1.7384615384615385,53.70370370370371,54.05600472111944,-0.3523010174157335,,,,,,,,,,,,,,,,,,3.0,13.0,0.0,0.0,,,,,,,,,20.38,13
2019,1,Chase Edmonds,00-0034681,RB,ARI,DET,2018,4,69,201,4.55,19.0,34.0,122.0,6.79,4.07,10.0,0.11,,0.0,0.0,,15.0,0.38,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0,,,,,1.0,0.018867924528301886,,,,,1.0,5.0,0.0,0.0,,,,,,,,,0.5,61
2019,1,D.J. Foster,00-0032577,RB,ARI,DET,,,72,205,4.57,14.0,35.5,117.0,6.75,4.07,0.0,0.0,,0.0,0.0,,29.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,David Johnson,00-0032187,RB,ARI,DET,2015,3,73,224,4.5,25.0,41.5,127.0,6.82,4.27,76.0,0.86,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,55.0,45.0,12.0,1.0,2.0,0,,,,,7.0,0.1320754716981132,,,,,18.0,82.0,0.0,2.0,3.9598780487804874,0.0,2.8618888888888887,85.64936357636344,-3.6493635763634416,4.555555555555555,-0.2027424209090801,0.3333333333333333,22.700000000000003,7
2019,1,Budda Baker,00-0033890,S,ARI,DET,2017,2,70,195,4.45,15.0,32.5,115.0,6.76,4.08,0.0,0.0,,84.0,1.0,,5.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Deionte Thompson,00-0035532,SAF,ARI,DET,2019,5,73,195,,,,,,,0.0,0.0,,0.0,0.0,,21.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Jalen Thompson,00-0035705,SAF,ARI,DET,2019,5,71,190,,,,,,,0.0,0.0,,0.0,0.0,,7.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Charles Clay,00-0028112,TE,ARI,DET,2011,6,75,246,4.69,18.0,33.5,118.0,7.07,4.15,14.0,0.16,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,0.0,0.0,0,,,,,1.0,0.018867924528301886,,,,,,,,,,,,,,,,,1.0,38
2019,1,Maxx Williams,00-0031558,TE,ARI,DET,2015,2,76,252,4.78,17.0,34.5,117.0,7.3,4.37,22.0,0.25,,0.0,0.0,,27.0,0.68,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,11.0,0.0,1.0,0,,,,,1.0,0.018867924528301886,,,,,,,,,,,,,,,,,2.0,32
2019,1,Andy Isabella,00-0035527,WR,ARI,DET,2019,2,69,188,4.31,15.0,36.5,121.0,6.95,4.15,0.0,0.0,,0.0,0.0,,7.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Christian Kirk,00-0034775,WR,ARI,DET,2018,2,71,200,4.47,20.0,35.5,115.0,7.09,4.45,82.0,0.93,,0.0,0.0,,8.0,0.2,,,,,,,,,,,,,,,,,,,4.0,32.0,139.0,12.0,0.0,4.0,0,12.044166666666667,3.5041666666666664,2.1088220150577537,26.402995981001105,13.0,0.24528301886792453,33.33333333333333,2.415,2.935015032997761,-0.5200150329977609,1.0,12.0,0.0,1.0,,,,,,,,,6.4,54
2019,1,Damiere Byrd,00-0031868,WR,ARI,DET,,,69,175,,,,,,,77.0,0.88,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,42.0,72.0,10.0,0.0,3.0,0,10.561428571428573,6.288571428571429,1.759895688135897,13.505663134819148,7.0,0.1320754716981132,57.14285714285714,2.0324999999999998,1.8769775502334483,0.1555224497665515,,,,,,,,,,,,,6.2,55
2019,1,KeeSean Johnson,00-0035287,WR,ARI,DET,2019,6,73,201,4.6,14.0,30.0,117.0,7.28,4.23,67.0,0.76,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,46.0,113.0,3.0,0.0,3.0,0,12.319999999999999,4.387,2.328987905351475,22.506393861892587,10.0,0.18867924528301888,50.0,0.4079999999999998,1.034385669483144,-0.6263856694831441,,,,,,,,,,,,,7.1000000000000005,51
2019,1,Larry Fitzgerald,00-0022921,WR,ARI,DET,2004,1,75,218,4.48,,,,,,84.0,0.95,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,8.0,113.0,153.0,16.0,1.0,3.0,0,11.74692307692308,5.714615384615384,1.5766229970578443,27.897332846181968,13.0,0.24528301886792453,61.53846153846154,2.2537499999999993,2.1069177361748817,0.1468322638251176,,,,,,,,,,,,,21.3,11
2019,1,Trent Sherfield,00-0034487,WR,ARI,DET,,,73,206,,,,,,,5.0,0.06,,0.0,0.0,,22.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89
2019,1,Alex Mack,00-0026997,C,ATL,MIN,2009,1,76,311,5.17,,,,,,74.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Desmond Trufant,00-0030562,CB,ATL,MIN,2013,1,73,190,4.38,16.0,37.5,125.0,,3.85,0.0,0.0,,53.0,0.98,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Blidi Wreh-Wilson,00-0030541,DB,ATL,MIN,2013,3,73,198,4.53,14.0,36.0,128.0,6.97,4.12,0.0,0.0,,0.0,0.0,,8.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Kendall Sheffield,00-0035255,DB,ATL,MIN,2019,4,70,212,,,,,,,0.0,0.0,,1.0,0.02,,17.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Adrian Clayborn,00-0027958,DE,ATL,MIN,2011,1,75,280,4.78,,33.0,113.0,7.3,4.13,0.0,0.0,,12.0,0.22,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Allen Bailey,00-0028024,DE,ATL,MIN,2011,3,75,288,4.71,27.0,36.5,117.0,7.43,4.56,0.0,0.0,,44.0,0.81,,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,John Cominsky,00-0035265,DE,ATL,MIN,2019,4,77,285,4.69,22.0,33.5,116.0,7.03,4.38,0.0,0.0,,0.0,0.0,,6.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Takk McKinley,00-0033540,DE,ATL,MIN,2017,1,74,250,4.59,24.0,33.0,122.0,7.48,4.62,0.0,0.0,,47.0,0.87,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Vic Beasley,00-0032240,DE,ATL,MIN,2015,1,75,246,4.53,35.0,41.0,130.0,6.91,4.15,0.0,0.0,,48.0,0.89,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Grady Jarrett,00-0031583,DT,ATL,MIN,2015,5,73,294,5.06,30.0,31.0,112.0,7.37,4.56,0.0,0.0,,43.0,0.8,,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Jack Crawford,00-0029627,DT,ATL,MIN,2012,5,77,274,4.74,,33.0,116.0,7.15,4.25,0.0,0.0,,23.0,0.43,,5.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Tyeler Davison,00-0031947,DT,ATL,MIN,2015,5,74,310,5.18,32.0,33.0,105.0,7.53,4.46,0.0,0.0,,42.0,0.78,,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Keith Smith,00-0030968,FB,ATL,MIN,,,72,240,4.65,,,,,,6.0,0.08,,0.0,0.0,,5.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5
2019,1,Keith Smith,00-0030968,FB,ATL,MIN,,,72,240,4.5,,,,,,6.0,0.08,,0.0,0.0,,5.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5
2019,1,Ricardo Allen,00-0031181,FS,ATL,MIN,2014,5,69,186,4.61,13.0,35.5,117.0,,4.15,0.0,0.0,,47.0,0.87,,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Chris Lindstrom,00-0035630,G,ATL,MIN,2019,1,76,310,4.91,25.0,30.5,117.0,7.61,4.54,45.0,0.61,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,James Carpenter,00-0027963,G,ATL,MIN,2011,1,77,321,5.22,23.0,,,,,74.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Wes Schweitzer,00-0032432,G,ATL,MIN,2016,6,76,300,,,,,,,29.0,0.39,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Deion Jones,00-0032388,LB,ATL,MIN,2016,2,73,222,4.59,,33.0,120.0,,,0.0,0.0,,34.0,0.63,,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Foye Oluokun,00-0034413,LB,ATL,MIN,2018,6,74,229,,,,,,,0.0,0.0,,23.0,0.43,,12.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Jermaine Grace,00-0033242,LB,ATL,MIN,,,73,223,,,,,,,0.0,0.0,,0.0,0.0,,18.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Josh Harris,00-0028845,LS,ATL,MIN,,,73,224,4.82,15.0,,,,,0.0,0.0,,0.0,0.0,,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Duke Riley,00-0033549,MLB,ATL,MIN,2017,3,73,227,4.58,18.0,34.5,122.0,6.89,4.21,0.0,0.0,,1.0,0.02,,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,De'Vondre Campbell,00-0032401,OLB,ATL,MIN,2016,4,75,232,4.58,16.0,34.0,116.0,,,0.0,0.0,,54.0,1.0,,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Jake Matthews,00-0031279,OT,ATL,MIN,2014,1,77,309,5.07,24.0,30.5,105.0,7.34,4.47,74.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Kaleb McGary,00-0035235,OT,ATL,MIN,2019,1,78,330,5.05,23.0,33.5,111.0,7.66,4.58,43.0,0.58,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Ty Sambrailo,00-0032147,OT,ATL,MIN,2015,2,77,311,5.36,23.0,29.0,97.0,7.54,4.58,33.0,0.45,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2019,1,Matt Bosher,00-0028130,P,ATL,MIN,2011,6,72,208,4.78,8.0,,,,,0.0,0.0,,0.0,0.0,,7.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Matt Ryan,00-0026143,QB,ATL,MIN,2008,1,76,220,4.89,,,,7.4,4.51,74.0,1.0,,0.0,0.0,,0.0,0.0,,52.0,33.0,2.0,272.0,2.0,16.0,0,2.940695652173913,5.634242424242425,7.975333333333333,-2.3410909090909087,13.043478260869565,36.723425766123725,-1.469111111111111,71.73913043478261,66.43453288175489,5.304597553027719,,,,,,,,,,,,,,,,,,2.0,24.0,0.0,1.0,,,,,,,,,17.28,16
2019,1,Devonta Freeman,00-0031285,RB,ATL,MIN,2014,4,68,206,4.58,,31.5,118.0,7.11,4.26,36.0,0.49,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,12.0,11.0,7.0,0.0,0.0,0,,,,,4.0,0.0851063829787234,,,,,8.0,19.0,0.0,1.0,,,,,,,,,4.6000000000000005,41
2019,1,Ito Smith,00-0034378,RB,ATL,MIN,2018,4,69,195,,,,,,,38.0,0.51,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,9.0,1.0,8.0,0.0,0.0,0,,,,,1.0,0.02127659574468085,,,,,6.0,31.0,0.0,3.0,,,,,,,,,4.5,42
2019,1,Kenjon Barner,00-0030465,RB,ATL,MIN,2013,6,69,195,4.52,20.0,35.5,122.0,6.87,4.2,0.0,0.0,,0.0,0.0,,11.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Damontae Kazee,00-0033512,S,ATL,MIN,2017,5,71,174,4.54,11.0,34.0,124.0,,,0.0,0.0,,11.0,0.2,,11.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Keanu Neal,00-0032382,S,ATL,MIN,2016,1,72,211,4.62,17.0,38.0,132.0,7.09,4.38,0.0,0.0,,50.0,0.93,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Kemal Ishmael,00-0030427,S,ATL,MIN,2013,7,72,206,,,,,,,0.0,0.0,,14.0,0.26,,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Sharrod Neasman,00-0032592,S,ATL,MIN,,,72,198,,,,,,,0.0,0.0,,4.0,0.07,,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Isaiah Oliver,00-0034357,SAF,ATL,MIN,2018,2,72,202,4.5,,,,,,0.0,0.0,,42.0,0.78,,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2019,1,Austin Hooper,00-0032392,TE,ATL,MIN,2016,3,76,254,4.72,19.0,33.0,117.0,7.0,4.32,58.0,0.78,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,9.0,77.0,45.0,32.0,0.0,3.0,0,5.043333333333333,6.493333333333333,4.638988479674893,12.647329265234475,9.0,0.19148936170212766,100.0,3.5122222222222224,4.349879543230035,-0.8376573210078124,,,,,,,,,,,,,12.2,6
2019,1,Jaeden Graham,00-0034788,TE,ATL,MIN,,,76,250,,,,,,,5.0,0.07,,0.0,0.0,,17.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,43
2019,1,Luke Stocker,00-0028042,TE,ATL,MIN,2011,4,77,253,4.68,27.0,33.0,115.0,7.03,4.4,22.0,0.3,,0.0,0.0,,9.0,0.41,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0,,,,,1.0,0.02127659574468085,,,,,,,,,,,,,,,,,0.0,43
2019,1,Calvin Ridley,00-0034837,WR,ATL,MIN,2018,1,73,190,4.43,15.0,31.0,110.0,6.88,4.41,57.0,0.77,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,64.0,79.0,12.0,1.0,4.0,0,13.265,6.538333333333334,2.6187800210644463,22.176711527208894,6.0,0.1276595744680851,66.66666666666666,3.4449999999999985,2.877246984558724,0.5677530154412747,,,,,,,,,,,,,14.4,22
2019,1,Julio Jones,00-0027944,WR,ATL,MIN,2011,1,75,220,4.34,17.0,38.5,135.0,6.66,4.25,50.0,0.68,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,31.0,107.0,11.0,1.0,4.0,0,9.22272727272727,6.348888888888889,2.2106187212794257,28.267714341441664,12.0,0.2553191489361702,54.54545454545454,2.2650000000000006,1.683964886165029,0.5810351138349716,,,,,,,,,,,,,12.1,29
