season,week,game_id,player,pfr_player_id,position,team,opponent,receptions,targets,team_pass_attempts,team_dropbacks,target_share,targets_per_dropback,wow_target_share_change
2023,1,2023_01_ARI_WAS,James Conner,00-0033553,RB,ARI,WAS,5,5,30,37.0,0.16666666666666666,0.13513513513513514,
2023,1,2023_01_ARI_WAS,Trey McBride,00-0037744,TE,ARI,WAS,2,2,30,37.0,0.06666666666666667,0.05405405405405406,
2023,1,2023_01_ARI_WAS,Zach Ertz,00-0030061,TE,ARI,WAS,6,10,30,37.0,0.3333333333333333,0.2702702702702703,
2023,1,2023_01_ARI_WAS,Marquise Brown,00-0035662,WR,ARI,WAS,3,5,30,37.0,0.16666666666666666,0.13513513513513514,
2023,1,2023_01_ARI_WAS,Michael Wilson,00-0038559,WR,ARI,WAS,2,4,30,37.0,0.13333333333333333,0.10810810810810811,
2023,1,2023_01_ARI_WAS,Rondale Moore,00-0036936,WR,ARI,WAS,3,3,30,37.0,0.1,0.08108108108108109,
2023,1,2023_01_ARI_WAS,Zach Pascal,00-0033251,WR,ARI,WAS,0,1,30,37.0,0.03333333333333333,0.02702702702702703,
2023,1,2023_01_CAR_ATL,Desmond Ridder,00-0038122,QB,ATL,CAR,1,1,18,27.0,0.05555555555555555,0.037037037037037035,
2023,1,2023_01_CAR_ATL,Bijan Robinson,00-0038542,RB,ATL,CAR,6,6,18,27.0,0.3333333333333333,0.2222222222222222,
2023,1,2023_01_CAR_ATL,Tyler Allgeier,00-0037263,RB,ATL,CAR,3,3,18,27.0,0.16666666666666666,0.1111111111111111,
2023,1,2023_01_CAR_ATL,Kyle Pitts,00-0036970,TE,ATL,CAR,2,3,18,27.0,0.16666666666666666,0.1111111111111111,
2023,1,2023_01_CAR_ATL,Drake London,00-0037238,WR,ATL,CAR,0,1,18,27.0,0.05555555555555555,0.037037037037037035,
2023,1,2023_01_CAR_ATL,Mack Hollins,00-0033555,WR,ATL,CAR,3,4,18,27.0,0.2222222222222222,0.14814814814814814,
2023,1,2023_01_HOU_BAL,J.K. Dobbins,00-0036158,RB,BAL,HOU,2,3,22,35.0,0.13636363636363635,0.08571428571428572,
2023,1,2023_01_HOU_BAL,Charlie Kolar,00-0038046,TE,BAL,HOU,0,1,22,35.0,0.045454545454545456,0.02857142857142857,
2023,1,2023_01_HOU_BAL,Isaiah Likely,00-0037838,TE,BAL,HOU,1,1,22,35.0,0.045454545454545456,0.02857142857142857,
2023,1,2023_01_HOU_BAL,Odell Beckham Jr.,00-0031235,WR,BAL,HOU,2,3,22,35.0,0.13636363636363635,0.08571428571428572,
2023,1,2023_01_HOU_BAL,Rashod Bateman,00-0036550,WR,BAL,HOU,3,3,22,35.0,0.13636363636363635,0.08571428571428572,
2023,1,2023_01_HOU_BAL,Zay Flowers,00-0039064,WR,BAL,HOU,9,10,22,35.0,0.45454545454545453,0.2857142857142857,
2023,1,2023_01_BUF_NYJ,Damien Harris,00-0035657,RB,BUF,NYJ,2,2,41,55.0,0.04878048780487805,0.03636363636363636,
2023,1,2023_01_BUF_NYJ,James Cook,00-0037248,RB,BUF,NYJ,4,6,41,55.0,0.14634146341463414,0.10909090909090909,
2023,1,2023_01_BUF_NYJ,Latavius Murray,00-0030513,RB,BUF,NYJ,1,2,41,55.0,0.04878048780487805,0.03636363636363636,
2023,1,2023_01_BUF_NYJ,Dalton Kincaid,00-0038933,TE,BUF,NYJ,4,4,41,55.0,0.0975609756097561,0.07272727272727272,
2023,1,2023_01_BUF_NYJ,Dawson Knox,00-0035689,TE,BUF,NYJ,3,4,41,55.0,0.0975609756097561,0.07272727272727272,
2023,1,2023_01_BUF_NYJ,Deonte Harty,00-0035215,WR,BUF,NYJ,3,4,41,55.0,0.0975609756097561,0.07272727272727272,
2023,1,2023_01_BUF_NYJ,Gabe Davis,00-0036196,WR,BUF,NYJ,2,4,41,55.0,0.0975609756097561,0.07272727272727272,
2023,1,2023_01_BUF_NYJ,Stefon Diggs,00-0031588,WR,BUF,NYJ,10,13,41,55.0,0.3170731707317073,0.23636363636363636,
2023,1,2023_01_CAR_ATL,Chuba Hubbard,00-0036555,RB,CAR,ATL,2,2,38,44.0,0.05263157894736842,0.045454545454545456,
