season,week,player_name,gsis_id,position,team,opponent,draft_year,draft_round,player_height,player_weight,fourty,bench,vertical,broad_jump,cone,shuttle,offense_snaps,offense_snap_share,wow_offense_snap_share_change,defense_snaps,defense_snap_share,wow_defense_snap_share_change,special_teams_snaps,special_teams_snap_share,wow_special_teams_snap_share_change,pass_attempts,pass_complete,pass_touchdowns,passing_yards,interceptions,pass_first_downs,pass_2pt_conversions,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,receptions,receiving_yards,receiving_air_yards,receiving_yac,receiving_touchdowns,receiving_first_downs,receiving_2pt_conversions,avg_air_distance,avg_cushion,avg_separation,percent_share_of_intended_air_yards,targets,target_share,catch_percentage,avg_yac,avg_expected_yac,avg_yac_above_expectation,rush_attempts,rushing_yards,rush_touchdowns,rush_first_downs,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,fantasy_points,f_position_rank
2013,1,Eric Winston,00-0024281,OT,ARI,STL,2006,3,79,310,4.94,,29.0,108.0,7.47,4.44,71.0,1.0,,0.0,0.0,,5.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Levi Brown,00-0025392,OT,ARI,STL,2007,1,78,324,5.4,31.0,25.5,97.0,7.87,4.89,71.0,1.0,,0.0,0.0,,5.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Mike Gibson,00-0026324,OT,ARI,STL,2008,6,76,305,5.27,31.0,27.0,110.0,7.21,4.64,0.0,0.0,,0.0,0.0,,5.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Dave Zastudil,00-0021235,P,ARI,STL,2002,4,75,220,5.26,,,,,,0.0,0.0,,0.0,0.0,,9.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Carson Palmer,00-0021429,QB,ARI,STL,2003,1,77,235,4.65,,,,,,71.0,1.0,,0.0,0.0,,0.0,0.0,,44.0,26.0,2.0,304.0,1.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.16,12
2013,1,Alfonso Smith,00-0027346,RB,ARI,STL,,,73,209,,,,,,,27.0,0.38,,0.0,0.0,,9.0,0.31,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0,,,,,1.0,0.025,,,,,10.0,26.0,0.0,2.0,,,,,,,,,2.6,38
2013,1,Andre Ellington,00-0030287,RB,ARI,STL,2013,6,69,199,4.61,,34.0,122.0,,,8.0,0.11,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,13.0,20.0,10.0,0.0,1.0,0,,,,,3.0,0.075,,,,,,,,,,,,,,,,,1.8,44
2013,1,Rashard Mendenhall,00-0026163,RB,ARI,STL,2008,1,70,225,4.41,26.0,33.5,117.0,,4.18,35.0,0.49,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,4.0,-2.0,6.0,0.0,0.0,0,,,,,1.0,0.025,,,,,16.0,60.0,0.0,2.0,,,,,,,,,6.9,27
2013,1,Stepfan Taylor,00-0030282,RB,ARI,STL,2013,5,69,216,4.76,17.0,30.0,110.0,7.13,4.5,0.0,0.0,,0.0,0.0,,7.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Tony Jefferson,00-0030294,S,ARI,STL,,,71,211,4.75,16.0,,,,,0.0,0.0,,0.0,0.0,,8.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Yeremiah Bell,00-0022067,S,ARI,STL,2003,6,72,205,,,,,,,0.0,0.0,,67.0,1.0,,11.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Bradley Sowell,00-0029091,TE,ARI,STL,,,78,277,,,,,,,0.0,0.0,,0.0,0.0,,5.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,D.C. Jefferson,00-0030291,TE,ARI,STL,2013,7,78,265,4.97,3.0,,,,,4.0,0.06,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37
2013,1,Jim Dray,00-0027825,TE,ARI,STL,2010,7,77,255,4.82,17.0,,,,,59.0,0.83,,0.0,0.0,,7.0,0.24,,,,,,,,,,,,,,,,,,,2.0,21.0,10.0,11.0,0.0,1.0,0,,,,,2.0,0.05,,,,,,,,,,,,,,,,,3.1,28
2013,1,Kory Sperry,00-0026757,TE,ARI,STL,,,77,265,4.69,20.0,33.5,122.0,7.0,4.24,18.0,0.25,,0.0,0.0,,13.0,0.45,,,,,,,,,,,,,,,,,,,1.0,16.0,16.0,0.0,0.0,1.0,0,,,,,1.0,0.025,,,,,,,,,,,,,,,,,2.1,30
2013,1,Andre Roberts,00-0027691,WR,ARI,STL,2010,3,71,195,4.4,15.0,36.0,120.0,6.77,4.15,51.0,0.72,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,8.0,97.0,99.0,7.0,0.0,6.0,0,,,,,9.0,0.225,,,,,,,,,,,,,,,,,13.700000000000001,23
2013,1,Jaron Brown,00-0030300,WR,ARI,STL,,,75,204,,,,,,,12.0,0.17,,0.0,0.0,,13.0,0.45,,,,,,,,,,,,,,,,,,,1.0,14.0,14.0,0.0,0.0,0.0,0,,,,,2.0,0.05,,,,,,,,,,,,,,,,,1.9000000000000001,72
2013,1,Larry Fitzgerald,00-0022921,WR,ARI,STL,2004,1,75,218,4.48,,,,,,71.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,8.0,80.0,110.0,25.0,2.0,7.0,0,,,,,14.0,0.35,,,,,,,,,,,,,,,,,24.0,5
2013,1,Michael Floyd,00-0029638,WR,ARI,STL,2012,1,75,220,4.4,16.0,36.5,122.0,,,67.0,0.94,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,82.0,111.0,2.0,0.0,3.0,0,,,,,6.0,0.15,,,,,,,,,,,,,,,,,10.200000000000001,34
2013,1,Joe Hawley,00-0027717,C,ATL,NO,2010,4,75,302,5.21,35.0,26.0,105.0,7.5,4.73,5.0,0.09,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Peter Konz,00-0029411,C,ATL,NO,2012,2,77,317,5.16,18.0,,,,,56.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Desmond Trufant,00-0030562,CB,ATL,NO,2013,1,73,190,4.38,16.0,37.5,125.0,,3.85,0.0,0.0,,68.0,0.99,,2.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Dominique Franks,00-0027735,CB,ATL,NO,2010,5,72,197,4.46,10.0,33.5,117.0,7.32,4.33,0.0,0.0,,0.0,0.0,,2.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Robert Alford,00-0030528,CB,ATL,NO,2013,2,70,186,4.39,17.0,40.0,132.0,6.89,4.23,0.0,0.0,,38.0,0.55,,9.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Robert McClain,00-0027840,DB,ATL,NO,2010,7,69,195,,,,,,,0.0,0.0,,69.0,1.0,,12.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Shann Schillinger,00-0027770,DB,ATL,NO,2010,6,72,200,,,,,,,0.0,0.0,,3.0,0.04,,18.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Cliff Matthews,00-0028168,DE,ATL,NO,2011,7,76,268,4.81,17.0,32.0,112.0,7.21,4.37,0.0,0.0,,9.0,0.13,,15.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Corey Peters,00-0027686,DE,ATL,NO,2010,3,75,335,4.98,,33.0,98.0,7.56,4.76,0.0,0.0,,51.0,0.74,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Malliciah Goodman,00-0030424,DE,ATL,NO,2013,4,76,276,4.87,26.0,31.5,114.0,,,0.0,0.0,,5.0,0.07,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Osi Umenyiora,00-0021977,DE,ATL,NO,2003,2,75,255,,,,,,,0.0,0.0,,56.0,0.81,,1.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Jonathan Babineaux,00-0023494,DT,ATL,NO,2005,2,74,300,4.87,21.0,29.5,109.0,7.7,4.57,0.0,0.0,,68.0,0.99,,9.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Peria Jerry,00-0027000,DT,ATL,NO,2009,1,74,295,4.98,,,,,,0.0,0.0,,38.0,0.55,,5.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Bradie Ewing,00-0029420,FB,ATL,NO,2012,5,71,243,4.73,14.0,36.5,120.0,7.14,4.16,12.0,0.21,,0.0,0.0,,12.0,0.44,,,,,,,,,,,,,,,,,,,1.0,15.0,-1.0,16.0,0.0,1.0,0,,,,,1.0,0.027777777777777776,,,,,,,,,,,,,,,,,2.0,7
2013,1,Jason Snelling,00-0025631,FB,ATL,NO,2007,7,71,234,4.79,,30.0,111.0,7.06,4.37,6.0,0.11,,0.0,0.0,,16.0,0.59,,,,,,,,,,,,,,,,,,,2.0,17.0,11.0,9.0,0.0,0.0,0,,,,,3.0,0.08333333333333333,,,,,,,,,,,,,,,,,2.7,5
2013,1,Thomas DeCoud,00-0026238,FS,ATL,NO,2008,3,74,195,4.5,,35.5,122.0,6.85,4.27,0.0,0.0,,66.0,0.96,,11.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Justin Blalock,00-0025426,G,ATL,NO,2007,2,76,326,5.1,40.0,28.5,101.0,7.75,4.72,56.0,1.0,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Matt Bryant,00-0020578,K,ATL,NO,,,69,203,,,,,,,0.0,0.0,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Joplo Bartu,00-0029770,LB,ATL,NO,,,74,251,,,,,,,0.0,0.0,,0.0,0.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Paul Worrilow,00-0029792,LB,ATL,NO,,,72,230,,,,,,,0.0,0.0,,0.0,0.0,,14.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Sean Weatherspoon,00-0027871,LB,ATL,NO,2010,1,74,244,4.62,34.0,40.0,123.0,6.99,4.38,0.0,0.0,,69.0,1.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Josh Harris,00-0028845,LS,ATL,NO,,,73,224,4.82,15.0,,,,,0.0,0.0,,0.0,0.0,,9.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Akeem Dent,00-0028029,OLB,ATL,NO,2011,3,73,250,4.73,24.0,37.5,123.0,,,0.0,0.0,,69.0,1.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Jonathan Massaquoi,00-0029617,OLB,ATL,NO,2012,5,74,264,4.81,20.0,33.5,120.0,7.38,4.53,0.0,0.0,,12.0,0.17,,2.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Kroy Biermann,00-0026294,OLB,ATL,NO,2008,5,75,255,4.85,29.0,31.5,112.0,7.08,4.56,0.0,0.0,,69.0,1.0,,9.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Stephen Nicholas,00-0025496,OLB,ATL,NO,2007,4,75,236,4.64,29.0,33.5,110.0,7.29,4.45,0.0,0.0,,0.0,0.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Garrett Reynolds,00-0027110,OT,ATL,NO,2009,5,79,305,5.32,19.0,22.0,94.0,7.87,4.88,56.0,1.0,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Lamar Holmes,00-0029527,OT,ATL,NO,2012,3,78,333,5.29,22.0,27.0,104.0,7.74,4.8,56.0,1.0,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Ryan Schraeder,00-0029786,OT,ATL,NO,,,79,300,,,,,,,0.0,0.0,,0.0,0.0,,9.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Sam Baker,00-0026161,OT,ATL,NO,2008,1,77,301,5.5,28.0,,,,,56.0,1.0,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Matt Bosher,00-0028130,P,ATL,NO,2011,6,72,208,4.78,8.0,,,,,0.0,0.0,,0.0,0.0,,13.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Matt Ryan,00-0026143,QB,ATL,NO,2008,1,76,220,4.89,,,,7.4,4.51,56.0,1.0,,0.0,0.0,,0.0,0.0,,41.0,25.0,2.0,279.0,1.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,1.0,,,,,,,,,18.36,11
2013,1,Antone Smith,00-0026855,RB,ATL,NO,,,69,192,,,,,,,0.0,0.0,,0.0,0.0,,12.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Jacquizz Rodgers,00-0028083,RB,ATL,NO,2011,5,66,205,4.59,,33.0,113.0,7.31,4.26,16.0,0.29,,0.0,0.0,,12.0,0.44,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,0.0,0.0,0.0,0,,,,,1.0,0.027777777777777776,,,,,2.0,-1.0,0.0,0.0,,,,,,,,,0.7000000000000001,50
2013,1,Steven Jackson,00-0022736,RB,ATL,NO,2004,1,74,240,4.55,,,,,,36.0,0.64,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,45.0,5.0,46.0,0.0,2.0,0,,,,,8.0,0.2222222222222222,,,,,11.0,77.0,0.0,2.0,,,,,,,,,14.7,9
2013,1,William Moore,00-0027031,S,ATL,NO,2009,2,72,221,4.49,16.0,37.0,123.0,6.81,4.26,0.0,0.0,,69.0,1.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Chase Coffman,00-0027069,TE,ATL,NO,2009,3,78,250,4.83,,,,,,2.0,0.04,,0.0,0.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37
2013,1,Levine Toilolo,00-0030443,TE,ATL,NO,2013,4,80,268,4.86,17.0,31.0,113.0,7.09,4.57,10.0,0.18,,0.0,0.0,,6.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37
2013,1,Tony Gonzalez,00-0006101,TE,ATL,NO,1997,1,77,247,,,,,,,51.0,0.91,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,36.0,39.0,14.0,1.0,3.0,0,,,,,6.0,0.16666666666666666,,,,,,,,,,,,,,,,,11.1,13
2013,1,Drew Davis,00-0028307,WR,ATL,NO,,,73,205,,,,,,,4.0,0.07,,0.0,0.0,,18.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,78
2013,1,Harry Douglas,00-0026224,WR,ATL,NO,2008,3,72,183,4.51,,31.0,120.0,6.57,4.12,45.0,0.8,,0.0,0.0,,3.0,0.11,,,,,,,,,,,,,,,,,,,4.0,93.0,60.0,44.0,0.0,4.0,0,,,,,6.0,0.16666666666666666,,,,,,,,,,,,,,,,,11.3,30
2013,1,Julio Jones,00-0027944,WR,ATL,NO,2011,1,75,220,4.34,17.0,38.5,135.0,6.66,4.25,55.0,0.98,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,76.0,50.0,31.0,1.0,3.0,0,,,,,9.0,0.25,,,,,,,,,,,,,,,,,17.1,17
2013,1,Kevin Cone,00-0028792,WR,ATL,NO,,,74,216,,,,,,,1.0,0.02,,0.0,0.0,,18.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,78
2013,1,Roddy White,00-0023462,WR,ATL,NO,2005,1,72,211,4.46,,,,,,37.0,0.66,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,19.0,16.0,3.0,0.0,1.0,0,,,,,2.0,0.05555555555555555,,,,,,,,,,,,,,,,,2.9000000000000004,65
2013,1,,,,BAL,DEN,,,,,,,,,,,0.0,0.0,,0.0,0.0,,14.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,A.Q. Shipley,00-0026950,C,BAL,DEN,2009,7,73,307,5.19,33.0,31.0,100.0,7.46,4.4,0.0,0.0,,0.0,0.0,,12.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Gino Gradkowski,00-0029268,C,BAL,DEN,2012,4,75,300,,,,,,,89.0,1.0,,0.0,0.0,,5.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1
2013,1,Jimmy Smith,00-0027965,CB,BAL,DEN,2011,1,74,210,4.42,24.0,36.0,123.0,6.93,4.06,0.0,0.0,,68.0,0.96,,6.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2013,1,Anthony Levine,00-0027539,DB,BAL,DEN,,,71,207,,,,,,,0.0,0.0,,0.0,0.0,,30.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
