season,week,game_id,player,pfr_player_id,position,team,opponent,receptions,targets,team_pass_attempts,team_dropbacks,target_share,targets_per_dropback,wow_target_share_change
2024,1,2024_01_ARI_BUF,Emari Demercado,00-0038705,RB,ARI,BUF,2,2,31,42.0,0.06451612903225806,0.047619047619047616,
2024,1,2024_01_ARI_BUF,James Conner,00-0033553,RB,ARI,BUF,3,4,31,42.0,0.12903225806451613,0.09523809523809523,
2024,1,2024_01_ARI_BUF,Trey Benson,00-0039921,RB,ARI,BUF,1,1,31,42.0,0.03225806451612903,0.023809523809523808,
2024,1,2024_01_ARI_BUF,Elijah Higgins,00-0039041,TE,ARI,BUF,2,2,31,42.0,0.06451612903225806,0.047619047619047616,
2024,1,2024_01_ARI_BUF,Trey McBride,00-0037744,TE,ARI,BUF,5,9,31,42.0,0.2903225806451613,0.21428571428571427,
2024,1,2024_01_ARI_BUF,Greg Dortch,00-0035500,WR,ARI,BUF,6,8,31,42.0,0.25806451612903225,0.19047619047619047,
2024,1,2024_01_ARI_BUF,Marvin Harrison Jr.,00-0039849,WR,ARI,BUF,1,3,31,42.0,0.0967741935483871,0.07142857142857142,
2024,1,2024_01_ARI_BUF,Michael Wilson,00-0038559,WR,ARI,BUF,1,2,31,42.0,0.06451612903225806,0.047619047619047616,
2024,1,2024_01_PIT_ATL,Bijan Robinson,00-0038542,RB,ATL,PIT,5,5,26,30.0,0.19230769230769232,0.16666666666666666,
2024,1,2024_01_PIT_ATL,Charlie Woerner,00-0036429,TE,ATL,PIT,1,2,26,30.0,0.07692307692307693,0.06666666666666667,
2024,1,2024_01_PIT_ATL,Kyle Pitts,00-0036970,TE,ATL,PIT,3,3,26,30.0,0.11538461538461539,0.1,
2024,1,2024_01_PIT_ATL,Darnell Mooney,00-0036309,WR,ATL,PIT,1,3,26,30.0,0.11538461538461539,0.1,
2024,1,2024_01_PIT_ATL,Drake London,00-0037238,WR,ATL,PIT,2,3,26,30.0,0.11538461538461539,0.1,
2024,1,2024_01_PIT_ATL,Ray-Ray McCloud,00-0034407,WR,ATL,PIT,4,7,26,30.0,0.2692307692307692,0.23333333333333334,
2024,1,2024_01_BAL_KC,Derrick Henry,00-0032764,RB,BAL,KC,0,2,41,54.0,0.04878048780487805,0.037037037037037035,
2024,1,2024_01_BAL_KC,Justice Hill,00-0034975,RB,BAL,KC,6,8,41,54.0,0.1951219512195122,0.14814814814814814,
2024,1,2024_01_BAL_KC,Isaiah Likely,00-0037838,TE,BAL,KC,9,12,41,54.0,0.2926829268292683,0.2222222222222222,
2024,1,2024_01_BAL_KC,Mark Andrews,00-0034753,TE,BAL,KC,2,2,41,54.0,0.04878048780487805,0.037037037037037035,
2024,1,2024_01_BAL_KC,Nelson Agholor,00-0031549,WR,BAL,KC,1,1,41,54.0,0.024390243902439025,0.018518518518518517,
2024,1,2024_01_BAL_KC,Rashod Bateman,00-0036550,WR,BAL,KC,2,5,41,54.0,0.12195121951219512,0.09259259259259259,
2024,1,2024_01_BAL_KC,Zay Flowers,00-0039064,WR,BAL,KC,6,10,41,54.0,0.24390243902439024,0.18518518518518517,
2024,1,2024_01_ARI_BUF,James Cook,00-0037248,RB,BUF,ARI,3,3,23,32.0,0.13043478260869565,0.09375,
2024,1,2024_01_ARI_BUF,Ray Davis,00-0039875,RB,BUF,ARI,1,1,23,32.0,0.043478260869565216,0.03125,
2024,1,2024_01_ARI_BUF,Ty Johnson,00-0035537,RB,BUF,ARI,0,1,23,32.0,0.043478260869565216,0.03125,
2024,1,2024_01_ARI_BUF,Dalton Kincaid,00-0038933,TE,BUF,ARI,1,2,23,32.0,0.08695652173913043,0.0625,
2024,1,2024_01_ARI_BUF,Dawson Knox,00-0035689,TE,BUF,ARI,1,2,23,32.0,0.08695652173913043,0.0625,
2024,1,2024_01_ARI_BUF,Curtis Samuel,00-0033282,WR,BUF,ARI,2,2,23,32.0,0.08695652173913043,0.0625,
2024,1,2024_01_ARI_BUF,Keon Coleman,00-0039901,WR,BUF,ARI,4,5,23,32.0,0.21739130434782608,0.15625,
2024,1,2024_01_ARI_BUF,Khalil Shakir,00-0037261,WR,BUF,ARI,3,3,23,32.0,0.13043478260869565,0.09375,
